GRC	ENG	Frequency
εἴ	if	1
καὶ	and	1
ὡς	as	1
ἐνοσίχθων	Neptune	1
εὔχετο	saying	1
δὸς	grant	1
μὴ	never	1
ἀλλʼ	or	1
ἰδέειν	get back	1
τὴν	the	1
οἱ	he	1
ἑὴν	his	1
ἐς	to	1
ἐξαῦτις	Then	1
ὅ	he	1
μετόπισθε	short	1
ἄκρον	end	1
ἱκέσθαι	was within	1
ὣς	On	1
κῦμα	wave	1
ὁ δʼ	he	1
ἰήσεται	cure	1
ἐγώ	I	1
αὐτὰρ	Then	1
Ἄϊδος	Hades	1
εἴσω	to	1
δόμον	house	1
πέμψαι	sending	1
ὀφθαλμόν	eye	1
προσέειπον	said	1
χεῖρʼ	hands	1
εὖνιν	killing	1
ὀρέγων	lifted	1
εἰς	to	1
οὐρανὸν	heaven	1
νεὸς	ship	1
ἔβαλεν	fell	1
οἶκον	home	1
δυναίμην	could	1
σε	you	1
Ποσείδαον	Neptune	1
Οὖτις	Noman	2
πρῶτος	first	2
νῦν	now	1
λελειμμένος	before	1
πρῶτος	lead	1
ἀλλὰ	but	1
πολὺ	the mob	1
βιβάς	run	1
ῥοὰς ποταμῶν	bubbling fountain	1
ἀπονέεσθαι	to come	1
σταθμόνδε	home	1
ἑσπέριος	at night	1
τά	this	1
οἰῶν	ewes	1
πανύστατος	all last of	1
ὕστατος	all last of	1
σύ	you	1
ἦ	are	1
ἄνακτος	master	1
ὀφθαλμὸν	eye	1
ποθέεις	sorry	1
τὸν	that	1
κακὸς	wicked	1
αὖτε	but	1
ἔρχεαι	go	1
σὺν	and	1
στεινόμενος	heavy	1
πέπον	My good	1
τί	what	1
μοι	my	1
ποίης	mead	1
ἄνθεα	flowery	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	was going	1
θύραζε	out	1
λάχνῳ	with its fleece	1
καὶ	and	1
πάρος	wont	1
ἐμοὶ	my	1
φρονέοντι	crafty	1
ἐπιμασσάμενος	laid hold	1
προσέφη	said	1
Πολύφημος	Polyphemus	1
σπέος	cave	1
ἔσσυο	leave	1
ὕστατος	last	1
οὔ	not	1
ἐξαλάωσε	blinded	1
ἑτάροισι	crew	1
λυγροῖς	horrid	1
ἀπὸ	from	1
εἰπὼν	spoke	1
τὸν	the	1
κριὸν	ram	1
θύραζε	outside	1
πέμπε	drove	1
ἕο	he	1
ἠβαιὸν	little way out	1
ἐλθόντες	we were	1
σπείους	the cave	1
μοι	me	1
ὑπʼ	under	1
ἀρνειοῦ	ram	1
λυόμην	got from	1
ὑπέλυσα	freed	1
δʼ ἑταίρους	my comrades	1
ἀφικάνεις	to	1
πώ	yet	1
ἐμὸν	me	1
τῷ	his	1
ὣς	As	1
οὐτιδανὸς	no-good	1
οἱ	they	1
ἠλασκάζει	is hiding	1
δαμασσάμενος	got him down	1
οἴνῳ	in his drink	1
εἰ	If	1
ὁμοφρονέοις	understand	1
ποτιφωνήεις	talk	1
τε	and	1
γένοιο	could	1
εἰπεῖν	tell	1
ὅππῃ	where	1
ἐγκέφαλός	brains	1
πόρεν	has done	1
διὰ	upon	1
σπέος	the cave	1
ἄλλυδις ἄλλῃ	all over	1
θεινομένου	dash	1
ῥαίοιτο	flew	1
οὔδεϊ	the ground	1
ἐμὸν	I	1
λωφήσειε	satisfaction	1
κακῶν	the harm	1
κριὲ	ram	1
τρὶς	three times	2
εἰρωτᾷς	you ask	1
ἔκπιεν	did he drain	1
ἔδωκα	did I fill	1
ἀφραδίῃσιν	without thought	1
αὐτὰρ	then	1
ἐπεὶ	when	1
οἶνος	wine	1
ἤλυθεν	had got	1
φρένας	his head	1
περὶ	into	1
Κύκλωψ	Cyclops	1
σὺ	you	1
μιν	him	1
ἐγώ	I	1
τοι	you	1
αὐτὰρ	and	1
ἐξερέω	will tell	1
μοι	me	1
δὸς	give	1
ξείνιον	present	1
ὑπέστης	promised	1
ὥς	therefore	1
προσηύδων	I said	1
μειλιχίοισι	plausibly	1
μʼ ὄνομα	my name	1
μῆλα	sheep	2
ἐγὼ	I	2
ἀλλʼ	and	1
ἑκάστῳ	them	1
κληῖσι καθῖζον	took their places	1
εἴσβαινον	went aboard	1
ὕδωρ	sea	1
βαλόντας	put	1
νηὶ	board	1
ἐν	on	1
ἀλλʼ	However	1
θοῶς	at once	1
ἐκέλευσα	told	1
ἀνὰ	to	1
ὀφρύσι	nodding	1
κλαίειν	crying	1
νεῦον	frowning	1
τύπτον	smote	1
εἴων	hush	1
γοῶντες	wept	1
φύγομεν	escaped	1
θάνατον	death	1
φάνημεν	seeing	1
ἀσπάσιοι	rejoiced	1
ἱκόμεθʼ	drive	1
ἐλαύνομεν	heading	1
νῆα	ship	1
ἐπὶ	to	1
περιτροπέοντες	the right direction	1
πολλὰ	constantly	1
τὰ	the	1
πίονα	very	1
πολιὴν	grey	1
ὅτε	Then	1
ἐρετμοῖς	with their oars	1
ἄλλοι	the other	1
οἱ δʼ	they	1
σέ	your	1
ἑταίρους	his comrades	1
ἀνδρὸς	man	1
ἐπιπλεῖν	out	1
ἑτάροισι	crew	1
κιχήσεσθαι	find you out	1
κακὰ ἔργα	sin	1
σχέτλιʼ	You wretch	1
ξείνους	visitors	1
ἐσθέμεναι	eat	1
σε	you	1
τίσατο	punished	1
θεοὶ	gods	1
καὶ	and	1
τοὺς δὲ	the	1
Ζεὺς	Jove	1
σπῆι	cave	1
ἐν	in	1
ἔδμεναι	eating	1
οἴκῳ	house	1
ἐνὶ	in	1
σῷ	your	1
Κύκλωψ	Cyclops	1
προσηύδων κερτομίοισι	jeer	1
Κύκλωπα	Cyclops	1
γέγωνε βοήσας	my voice would reach	1
ὅσσον	as	1
ἀπῆν	far	1
τόσσον	as	1
δημῷ	fat	1
μή	no	3
τίς	man	3
δόλῳ	fraud	2
βίηφιν	force	2
καὶ	and	2
ἦ	is	2
ἀπὸ	from	2
αὐτὸς δʼ	he	1
σε	you	1
κτείνει	is killing	1
ἀπαμειβόμενοι	said	1
εἰ	if	1
νοῦσον	ill	1
βιάζεται	attacking	1
ἐξ	from	1
οὔ	no	1
Διὸς	Jove	1
ἀλέασθαι	help	1
σύ	your	1
εὔχεο	pray	1
πατρὶ	father	1
Ποσειδάωνι	Neptune	1
ἀπιόντες	went away	1
ἐγέλασσε	laughed	1
Οὖτίς	Noman	1
Πολύφημος	Polyphemus	1
προσέφη	shouted	1
σπέος	his cave	1
ἔρριψεν	hurled	1
Κύκλωπας	Cyclopes	1
ᾤκεον	lived	1
σπήεσσι	headlands	1
ἀίοντες	heard	1
βοῆς	crying	1
ἄλλοθεν	from all quarters	1
εἴροντο	asked	1
περὶ	round	1
κήδοι	the matter	1
ἄντρου	inside	1
τίπτε	What	1
ἐβόησας	a noise	1
νύκτα	night	1
ἀύπνους	breaking	1
ἄμμε	us	1
μῆλα	sheep	1
σευ	your	1
σʼ	you	1
ἀμύμων	clever	1
μῆτις	stratagem	1
ὠδίνων	in an agony	1
Κύκλωψ	Cyclops	1
πως	must	1
ἀμφὶς	near	1
μιν	him	1
ἐν	on	1
ὅττι	what	1
ἑ	him	1
ὧδʼ	such	1
ἐλαύνει	carrying	1
κτείνει	kill	1
με	me	1
ἔστι	be	1
ἐφοίτων	gathered	1
ἄρʼ	Then	1
θυράων	the door	1
οὕτω	this	1
γάρ	for	1
εἶναι	be	1
οἱ δʼ	they	1
οἱ δὲ	they	1
τοὺς δʼ	the	1
ἐμὸν	my	1
ἀλύων	frenzy	1
οἵ	who	1
στενάχων	groaning	1
θύρῃσι	the doorway	1
ἐμὸν δʼ	I	1
ὀδύνῃσι	of pain	1
χερσὶ	hands	1
ψηλαφόων	felt	1
λίθον	stone	1
εἷλε	took	1
χεῖρε	hands	1
πετάσσας	in front	1
καθέζετο	sat	1
εἰνὶ	in	1
ἤπυεν	shouting	1
εἴ	to	1
τινά	anyone	1
ὄεσσι	with the sheep	1
λάβοι	catch	1
στείχοντα	going	1
θύραζε	out	1
ἤλπετʼ	thought	1
νήπιον	foolish	1
ἕο	him	1
Πολύφημʼ	Polyphemus	1
καὶ	and	4
ἐπὶ	on	3
νῆες	ships	2
ἑταῖροι	comrades	2
θινὶ	shore	1
μηρίʼ	thigh	1
ἔκαιον	burned	1
οὐκ	not	1
ἐμπάζετο	heeded	1
ἱρῶν	sacrifice	1
ἀλλʼ	and	1
μερμήριξεν	thought	1
τὸν δʼ	the	1
ἀπολοίατο	destroy	1
ὃς	who is	1
ἐμοὶ	my	1
ὣς	Thus	1
ἦμαρ	day	1
πρόπαν	livelong	1
ἐς	to	1
καταδύντα	going down	1
ἠέλιον	the sun	1
δαινύμενοι	feasted	1
κρέα	meat	1
πᾶσιν	of all	1
Ζηνὶ	Jove	1
ἀνάσσει	lord	1
νῆα	vessel	1
ἀφικόμεθʼ	we got	1
τὴν	the	1
νῆσον	island	1
ἔνθα	where	1
ἄλλαι	rest	1
μένον	left	1
ὀδυρόμενοι	lamenting	1
ποτιδέγμενοι	awaiting	1
ἡμέας	us	1
θαλάσσης	sea	1
ἠέλιος	the sun	1
ῥηγμῖνι	shore	1
Κύκλωπος	Cyclops	1
μῆλα	sheep	1
ἐκέλσαμεν	ran	1
ἴσης	equitably	1
μή τίς	none	1
δασσάμεθʼ	divided	1
ἀρνειὸν	the ram	1
ἐμοὶ	I	1
μέθυ	drink	1
ἦμος	when	1
κατέδυ	went down	1
βῆμεν	got out	1
προτέρω	on	1
ἄσμενοι	glad	1
θανάτοιο	death	1
ἑταίρους	our comrades	1
ὀλέσαντες	lost	1
ἐλθόντες	return	1
ἐν	upon	1
ψαμάθοισιν	the sands	1
ἐκ	of	1
ἑλόντες	landed	1
ἀκαχήμενοι	with sorrow	1
ὡς	so that	1
ἀτεμβόμενος	complain	1
ἑταῖροι	my companions	1
δόσαν	sacrificed	1
ὅ	he	1
ὅπως	how	1
ἀμβαίνειν	board	1
καθῖζον	took	1
ὁ δʼ	he	1
ἦτορ	hearts	1
πλέομεν	sailed	1
οἱ δʼ	they	1
ἦμος	When	1
κνέφας	dark	1
ἦλθε	came	1
κοιμήθημεν	camped	1
ἐπὶ	upon	1
θαλάσσης	beach	1
Ἠώς	Dawn	1
ῥοδοδάκτυλος	rosy-fingered	1
φάνη	appeared	1
ἠριγένεια	child of morning	1
ἐγὼν	I	1
ἔνθεν	so	1
ἐποτρύνας	bade	1
ἑτάροισιν	my men	1
πρυμνήσια	hawsers	1
λῦσαι	loose	1
τε	and	1
ἀνά	on	1
πολιὴν	grey	1
ἅλα	sea	1
τύπτον	smote	1
ἐρετμοῖς	with oars	1
ὅτε	When	1
ὣς	thus	2
τοῦ	the	2
ὁ	the	2
μοχλὸν	beam	2
τὸν δʼ	the	1
πυριήκεα	red hot	1
ἐρεισθεὶς	bearing	1
δίνεον	turning it	1
ὡς	as	1
τρυπῷ	boring	1
τρυπάνῳ	with an auger	1
νήιον	a ship	1
ὑποσσείουσιν	turning	1
ἱμάντι	strap	1
αἷμα	blood	1
ἑλόντες	bore	1
περίρρεε	bubbled	1
θερμὸν	boiling	1
βλέφαρʼ	eyelids	1
ὀφρύας	eyebrows	1
ῥίζαι	roots	1
πυρὶ	fire	1
σφαραγεῦντο	sputtered	1
εὗσεν	scalded	1
ὡς	As	1
ἐφύπερθεν	upon	1
ὀφθαλμῷ	eye	1
ἐγὼ	I	1
πυρός	the fire	1
περ	though	1
ἐών	it was	1
ὅτε	When	1
ἐλάινος	wood	1
μέλλεν	about	1
ἅψεσθαι	blaze	1
διεφαίνετο	glowing	1
ἐκ	out of	1
ἐγὼν	I	1
πέλεκυν	axe	1
φέρον	drew	1
ἑταῖροι	men	1
ἀμφὶ	round	1
θάρσος	courage	1
ἐνέπνευσεν	filled	1
δαίμων	heaven	1
ὀξὺν	sharp	1
ἄκρῳ	end	1
ἐνέρεισαν	drove	1
χαλκεὺς	blacksmith	1
ψυχρῷ	cold	1
σκέπαρνον	hatchet	1
ἐμμενὲς αἰεί	as long as	1
πεφυρμένον	besmirched	1
πολλῷ	all	1
αἵματι	with gore	1
ἵσταντʼ	gathered	1
αὐτὰρ	for	1
ἐλάινον	beam	1
οἱ	We	1
δόρυ	plank	1
ὀφθαλμῷ	his eye	1
ἐξέρυσʼ	plucked	1
ἐν	into	1
πάντα	all	1
ἀμφὶ	over	1
ἀυτμὴ	steam	1
καὶ	and	1
καιομένης	burning	1
γλήνης	eyeball	1
οἱ	the	1
γὰρ	for	1
ὀφθαλμοῖο	from his eye	1
αὐτὰρ	but	1
ὕδατι	water	1
σίζʼ	hiss	1
οἱ δέ	they	1
εἰν	into	1
βάπτῃ	plunges	1
φαρμάσσων	temper	1
μεγάλα	great	1
ἰάχοντα	hiss	1
σιδήρου	iron-	1
κράτος	strength	1
ἐστίν	gives	1
ὀφθαλμὸς	eye	1
ἡμεῖς	We	1
ἐλαϊνέῳ	wood	1
μοχλῷ	olive	1
περὶ	round	1
σμερδαλέον	hideous	1
ᾤμωξεν	yells	1
ἴαχε	ring	1
πέτρη	cave	1
ἀπεσσύμεθʼ	ran away	1
δείσαντες	in a fright	1
χλωρός	green	1
καὶ	and	2
οἱ δὲ	they	1
κοντὸν	pole	1
θέμωσε	forced	1
χέρσον	the shore	1
ἱκέσθαι	towards	1
ἐγὼ	I	1
αὐτὰρ	But	1
λαβὼν	snatched up	1
περιμήκεα	long	1
ὦσα	kept	1
παλιρρόθιον	back towards	1
παρέξ	off	1
ἑτάροισι	men	1
ἐμβαλέειν	row	1
ἵνʼ	for	1
κρατὶ	my head	1
κατανεύων	nodding	1
ἐποτρύνας	making signs	1
κῦμα	wave	1
ἤπειρόνδε	mainland	1
τόσσον	as	1
τυτθόν	just	1
μᾶλλον	more	1
ἀπορρήξας	tore	1
κορυφὴν	top	1
ὄρεος	mountain	1
μεγάλοιο	high	1
προπάροιθε	front	1
νεὸς	ship	1
ἱκέσθαι	hitting	1
φέρε	carried	1
ἄκρον	the end	1
οἰήιον	the rudder	1
θάλασσα	sea	1
ἐκλύσθη	quaked	1
πέτρης	the rock	1
κατερχομένης	fell	1
ὑπὸ	into	1
δὶς	twice	1
ἀπῆμεν	far	1
τὴν δʼ	the	1
κὰδ	in	1
ἡμέων	our	1
βαλών	heaved	1
ἵησιν	he can throw	1
γὰρ	for	1
τόσσον	a long way	1
μαρμάρῳ	rocks	1
ὀκριόεντι	rugged	1
ἔβαλε	flung	1
δοῦρα	timbers	1
πλημυρὶς	wash	1
προπεσόντες	laid out	1
προσηύδων	jeering	1
ἐρήτυον	hold	1
μειλιχίοις	begged	1
ὀλέσθαι	death	1
ὁ δʼ	He	1
κεφαλὰς	heads	1
νήια	ship	1
πρήσσοντες	had got	1
βαλὼν	thrown	1
ὅτε	When	1
Κύκλωπα	at the Cyclops	1
ἑταῖροι	men	1
ἄγριον	savage	1
ἄνδρα	creature	1
καὶ	which	1
ἐρεθιζέμεν	provoke	1
ἤγαγε	drove	1
ἄραξʼ	pounded	1
βέλος	rock	1
ἤπειρον	the mainland	1
ἐς	to	1
εἰ	if	1
φθεγξαμένου	sound	1
αὐδήσαντος	of voices	1
ἄκουσε	heard	1
χολώσατο	got furious	1
ὀφθαλμοῦ	eye	2
καὶ	and	2
αἴ	if	2
ὁ δέ	he	1
ἐδέγμην	expecting	1
Ὀδυσῆος	Ulysses	1
χειρῶν	hand	1
ἐξ	of	1
ἁμαρτήσεσθαι	lose	1
ὀπωπῆς	my sight	1
φῶτα	one	1
τινα	some	1
μέγαν	imposing	1
ἄκικυς	weakling	1
οὐτιδανὸς	insignificant	1
τάδε	this	1
ἀλάωσεν	blind	1
οἴνῳ	drink	1
ἐδαμάσσατο	taking advantage	1
Ὀδυσεῦ	Ulysses	1
ἄγε	come	1
ἀλλʼ	then	1
δεῦρʼ	here	1
τοι	you	1
ξείνια	presents	1
πάντα	all	1
τελευτήσεσθαι	would	1
εἰμί	are	1
ἔνι	in	1
τίς	any	1
σε	you	1
ἀνθρώπων	one	1
εἴρηται	asks	1
ἀεικελίην	spoiled	1
Ὀδυσσῆα	Ulysses	1
φάσθαι	say	1
Λαέρτεω	Laertes	1
υἱὸν	son	1
Ἰθάκῃ	Ithaca	1
ἔχοντα	lives	1
ἔφη	told	1
οἰμώξας	groaned	1
Τήλεμος	Telemus	1
Εὐρυμίδης	of Eurymus	1
ἀνὴρ	man	1
ἐνθάδε	here	1
ὃς	who	1
μαντευόμενος	prophesying	1
Κυκλώπεσσιν	for the Cyclopes	1
κατεγήρα	grew old	1
μοι	me	1
θείω	make	1
ἐγὼ	I	1
πάϊς	son	1
ἦ	is	1
αἰεί	all along	1
ἠύς	brave	1
τε	and	1
μέγας τε	of great stature	1
ὢ πόποι	Alas	1
ἐὼν	be	1
θέσφαθʼ	prophecy	1
ἱκάνει	coming true	1
παλαίφατα	old	1
με	me	1
μεγάλην	superhuman	1
τις	a	1
ἔσκε	There was	1
μαντοσύνῃ	seer	1
ἐκέκαστο	excellent	1
γὰρ	for	1
μιν	him	1
ἀλαωτύν	put	1
ἠμείβετο	cried	1
ὅς	that	1
πὰρ	to	1
μʼ	me	1
ἀλκήν	strength	1
αὐτὸς	me	1
ἀνθρώπων	man	1
πατὴρ	father	1
κʼ ἐθέλῃσʼ	so will	1
ἰήσεται	heal	1
οὐδέ	no	1
τις	one	1
ἄλλος	else	1
οὔτε	neither	1
θεῶν	god	1
οὔτε	nor	1
κεκοτηότι	rage	1
ὀλίγος	little	1
προσέφην	shouted	1
ἀλλʼ	But	1
οὐ	not	1
ἐμὸν	I	1
ἐννοσίγαιον	Neptune	1
τʼ	and	1
ὀτρύνω	urge	1
δόμεναι	help	1
ἵνα	that	1
μάντις	prophet	1
Κύκλωψ	Cyclops	1
ἀνήμελκτοι	waiting to be milked	1
οὔθατα	udders	1
Ἠώς	Dawn	1
ἠριγένεια	the child of morning	1
φάνη	appeared	1
ἦμος δʼ	but when	1
ἄρσενα	male	1
μῆλα	sheep	1
ἐξέσσυτο	hurried out	1
νομόνδʼ	to feed	1
θήλειαι	ewes	1
μέμηκον	remained bleating	1
περὶ	about	1
σηκούς	the pens	1
γὰρ	for	1
στέρνοισι	bellies	1
σφαραγεῦντο	full to bursting	1
ἄναξ	master	1
ὀδύνῃσι	his pain	1
πάντων	all	1
ὀίων	the sheep	1
ἐπεμαίετο	felt	1
νῶτα	backs	1
ἑσταότων	they stood	1
ὀρθῶν	upright	1
οὐκ	without	1
ἐνόησεν	find out	1
οἱ	their	1
ὑπʼ	underneath	1
ῥοδοδάκτυλος	rosy-fingered	1
καὶ	And	1
κακότητα	confusion	1
περιμήκεα	hard	1
κοντὸν	bead-hook	1
ὦσα	thrust	1
ἑτάροισι	us	1
ἐποτρύνας	set	1
ἐκέλευσα	commanded	1
ἐμβαλέειν	help	1
κώπῃς	with their oars	1
κατανεύων	a sign	1
λαβὼν	snatch’d	1
ἔρεσσον	In all performance	1
ἀπῆμεν	off set	1
ἑταῖροι	my men	1
ἐρήτυον	contain	1
ἄλλοθεν	On all sides	1
σχέτλιε	so rude	1
ἐρεθιζέμεν	provoke	1
βέλος	rock-dart	1
χείρεσσι	up	1
αὐτὰρ	then	1
νῆα	Our ship	1
νεὸς	ship	1
χολώσατο	burning fury	1
μᾶλλον	more	1
ἀπορρήξας	tore	1
κορυφὴν	top	1
ὄρεος	rock	1
μεγάλοιο	huge	1
κὰδ	and	1
προπάροιθε	before	1
τυτθόν	just	1
ἐγὼ	I	1
οἰήιον	prow	1
κατερχομένης	fell	1
πέτρης	It	1
παλιρρόθιον	back	1
φέρε	bore	1
πόντοιο	so far	1
ἱκέσθαι	touch’d	1
χέρσον	shore	1
ἤγαγε	Giv’n	1
ἤπειρον	back	1
οἱ δὲ	their	1
παρέξ	gone	1
ἄνδρα	A man	1
ἄγριον	dead	1
ἐδεύησεν	rais’d	1
ἄκρον	So fierce	1
ἱκέσθαι	overflew	1
ἐκλύσθη	miss’d	1
κῦμα πλημυρὶς	wave	1
θέμωσε	almost	1
κρατὶ	were mine	1
τίπτʼ	why	1
πρήσσοντες	were	1
τότε	It would again	1
ἀμφὶ	about	1
βαλὼν	hand forc’d	1
πόντονδε	the sea	1
φάμεν	word	1
ὀκριόεντι βαλών	dart’s	1
ὁ δʼ	His	1
ἐθέλεις	will you	1
ὃς	his	1
ὀλέσθαι	our wrack	1
γὰρ	much	1
αὐδήσαντος	your voice	1
φθεγξαμένου	resound	1
ἄκουσε	hear	1
ἡμέων	us	1
νήια	our ship	1
κεφαλὰς	piece-meal	1
ἵησιν	dart	1
τόσσον	So	1
ὅτε	When	1
αὖτις	again	1
ἔβαλε	throw	1
προπεσόντες	oars	1
δὶς	twice	1
τόσσον	further	1
προσηύδων	provoke	1
δʼ	and	1
αὐτόθʼ	near	1
τευ	found	1
εἰ	Should	1
ἔπειτα	when	1
μοχλὸν	stake	2
τοῦ	his	2
δʼ	And	2
εἰν	in	1
ὣς	So	1
σίζʼ	hiss’d	1
ὀφθαλμὸς	eye	1
περὶ	about	1
ᾤμωξεν	roar’d	1
ἡμεῖς	We	1
δείσαντες	frighted	1
πολλῷ	freshly	1
μέγαν	Broad	1
ὀφθαλμοῖο	eye	1
μοχλὸς ἐλάινος	olive-lever	1
τάχʼ	Straight	1
πυρὶ	fire	1
μέλλεν	to get	1
ἅψεσθαι	hard’ning	1
αἰνῶς	extremely	1
ἀμφὶ	close about	1
ἑταῖροι	friends	1
σκέπαρνον	mattock	1
βλέφαρʼ	eye-ball	1
πέλεκυν	axe	1
δαίμων	God’s	1
ἐν	Amidst	1
χλωρός	green	1
περ	though	1
ἐών	’twas	1
διεφαίνετο	glow’d	1
ἵσταντʼ	stood	1
θάρσος	A spirit	1
ἐνέπνευσεν	gave	1
μέγα	beyond	1
ἑλόντες	took	1
οἱ μὲν	Who	1
ἐνέρεισαν	plung’d	1
ἐγὼ	I	1
ἐρεισθεὶς	Bent	1
νήιον	naval	1
ἐν	into	1
πυριήκεα	fiery	1
τὸν	the	1
αἷμα	blood	1
πάντα	all	1
αὐτὰρ	but	1
ἐλάινον	spar	1
μοχλὸν	olive	1
φαρμάσσων	substance	1
οἱ	the	1
πυρὶ	burning	1
ῥίζαι	rafter brake	1
ὡς	as	1
ἀνὴρ χαλκεὺς	a smith	1
ψυχρῷ	cool	1
βάπτῃ	doth	1
μεγάλα ἰάχοντα	red-hot	1
τὸ	that	1
καιομένης	that scorch’d	1
αὖτε	so	1
κράτος	fervent	1
ἐστίν	is	1
μοχλῷ	stake	1
σμερδαλέον μέγʼ	withal	1
ἀπεσσύμεθʼ	did fly	1
αὐτὰρ	from forth	1
ὁ	The	1
πεφυρμένον	Flow’d forth	1
σφαραγεῦντο	Thrust out	1
γλήνης	a flaming vapour	1
αἵματι	blood	1
τρυπάνῳ	ship-wright	1
ὀξὺν	keen	1
ἐπʼ ἄκρῳ	before	1
ὀφθαλμῷ	in eye	1
δʼ	and	1
ἐφύπερθεν	up bore	1
ὡς ὅτε	as	1
τις	A	1
τρυπῷ	bore	1
δόρυ	a beam	1
ὣς	so	1
ἀυτμὴ	eye-strings	1
ὀφθαλμῷ	eye	1
ἑλόντες	to imply	1
δινέομεν	we labour’d	1
περίρρεε	Out gush’d	1
θερμὸν ἐόντα	that scalded	1
οἱ	his	1
καὶ	and	1
ὀφρύας	eye-lids	1
εὗσεν	did crack	1
ὁ	the	1
καὶ	and	2
αὐτὸς δʼ	my	1
μαντοσύνῃ	augury	1
πόποι	beast	1
ἦ	was	1
παλαίφατα	premonish’d	1
ἀνὴρ	man	1
μέγας	great	1
ἠύς	good	1
Εὐρυμίδης	Surnam’d Eurymides	1
Κυκλώπεσσιν	In all	1
κατεγήρα	His age	1
μαντευόμενος	presage of truth	1
ὃς	that	1
μύθῳ	And said	1
Τήλεμος	Telemus	1
θέσφαθʼ	fair	1
μάντις	Augur	1
μοι	I	1
πάντα	all	1
τελευτήσεσθαι	take	1
χειρῶν	hand	1
ἐξ	Of	1
Ὀδυσῆος	Ulysses	1
ἁμαρτήσεσθαι ὀπωπῆς	this event	1
ὢ	‘O	1
ἠμείβετο	round	1
φῶτα	mann’d	1
ἀλαωτύν	blemish	1
φάσαν	urg’d they	1
ἄψορρον	deprest	1
κεκοτηότι	wrath	1
θυμῷ	breast	1
Κύκλωψ	‘Cyclop	1
αἴ	if	1
σε	thee	1
ὀφθαλμοῦ	eye	1
εἴρηται	ask	1
ἀεικελίην	unsightly	1
φάσθαι	Say	1
οἰμώξας	bray’d	1
Ὀδυσσῆα	Ulysses	1
ἐξαλαῶσαι	bor’d	1
υἱὸν	son	1
Λαέρτεω	Laertes’	1
Ἰθάκῃ	Ithaca	1
οἰκίʼ	seat	1
ἔνι	Whose	1
ἔχοντα	is	1
ὣς	At	1
πτολιπόρθιον	City-razer	1
τινα	who	1
μέγαν	great	1
καὶ	A	1
θείω	hath	1
μακάρων	pleasure	1
θνητῶν ἀνθρώπων	men	1
οὔτε	no	1
ἀλλά	but	1
ἐμὸν	I	1
με	I	1
ἔσκε	’tis	1
ἐνθάδε	now	1
ἐνθάδʼ	now	1
τοι	thee	1
τʼ	and	1
ἰήσεται	repose	1
τε	A	1
τε	and	1
τάδε	this	1
τοῦ γὰρ	whose	1
οὐ	Impossible	1
τις	that	1
ἐκέκαστο	did exceed	1
καὶ	a	1
τίς	any	1
ὁ δέ	he	1
ἄλλος	beside	1
ἐθέλῃσʼ	Can	1
καλὸν	goodly	1
Ὀδυσεῦ	Ulysses	1
ἐδέγμην	personage	1
ἐλεύσεσθαι	came	1
ἀλκήν	virtue	1
μεγάλην	answerable	1
ὀλίγος	weakling	1
ὀφθαλμοῦ	my light	1
οὐτιδανὸς	thing of nothing	1
ἄκικυς	dwarfy thing	1
ἀλάωσεν	Put out	1
οἴνῳ	with wine	1
ἄγε	Come	1
εὔχεται	boasts	1
δεῦρʼ	again	1
ξείνια	guest-rites	1
πομπήν	give	1
κλυτὸν	command	1
ἐννοσίγαιον	Neptune	1
πάϊς	son	1
πατὴρ	father’s	1
εἰμί	am	1
ἐγὼ	I	1
ἐμὸς	my	1
ὣς	Thus	1
καὶ	and	3
οἱ δʼ	They	1
ἀμβαίνειν	go	1
κατέδυ	down	1
κνέφας	shade	1
κοιμήθημεν	resign’d	1
φάνη	came	1
ἠριγένεια Ἠώς	Morn	1
ἑτάροισιν	men	1
ἐποτρύνας ἐκέλευσα	rais’d	1
ἐγὼν	I	1
λῦσαι	weigh	1
πρυμνήσια	aboard	1
ἦμος	then	1
εἴσβαινον	boarded	1
πλέομεν	sail	1
ἄσμενοι	comfort	1
θανάτοιο	lost	1
νῆα	fleet	1
τύπτον	beat	1
ἐμοὶ	me	1
ὀδυρόμενοι	mourning	1
ἠέλιος	sun	1
ἄσπετα	lib’ral	1
μέθυ	wine	1
ἀνάσσει	commands	1
κελαινεφέι	cloud-compelling	1
νῆσον	island	1
ἔνθα	where	1
ψαμάθοισιν	sand	1
Κύκλωπος	Cyclops’	1
ἐυκνήμιδες ἑταῖροι	my men	1
δόσαν	made	1
ἔξοχα	Above all others	1
πᾶσιν	all	1
ἔκαιον	burn’d	1
τὴν	The	1
δαιομένων	sacrifice	1
ἐμπάζετο ἱρῶν	grace	1
μερμήριξεν	studied	1
ἀπολοίατο	overthrow	1
ἐρίηρες ἑταῖροι	men	1
πρόπαν	All	1
ἠέλιον καταδύντα	sun-set	1
ἥμεθα	sat	1
κρέα	meat	1
αἶψʼ	away	1
ἁθρόαι	whole	1
ὅτε	then	1
ἐς	till	1
ὡς	that	1
μήλων	ram	1
τίς μοι	our	1
μηρίʼ	thighs	1
ὁ δʼ	my	1
ἀλλʼ	but	1
νῆες	fleet	1
ἦμαρ	day	1
τότε	yet	1
βῆμεν	drew	1
δαινύμενοι	took in	1
τε	and	1
ἅλα	aged	1
ἔνθεν δὲ προτέρω	forth	1
