GRC	ENG	Frequency
μακάρων	pleasure	1
θνητῶν ἀνθρώπων	men	1
οὔτε	no	1
ἀλλά	but	1
ἐμὸν	I	1
με	I	1
ἔσκε	’tis	1
ἐνθάδε	now	1
ἐνθάδʼ	now	1
τοι	thee	1
τʼ	and	1
ἰήσεται	repose	1
τε	A	1
τε	and	1
τάδε	this	1
τοῦ γὰρ	whose	1
οὐ	Impossible	1
τις	that	1
ἐκέκαστο	did exceed	1
καὶ	a	1
τίς	any	1
ὁ δέ	he	1
ἄλλος	beside	1
ἐθέλῃσʼ	Can	1
καλὸν	goodly	1
Ὀδυσεῦ	Ulysses	1
ἐδέγμην	personage	1
ἐλεύσεσθαι	came	1
ἀλκήν	virtue	1
μεγάλην	answerable	1
ὀλίγος	weakling	1
ὀφθαλμοῦ	my light	1
οὐτιδανὸς	thing of nothing	1
ἄκικυς	dwarfy thing	1
ἀλάωσεν	Put out	1
οἴνῳ	with wine	1
ἄγε	Come	1
εὔχεται	boasts	1
δεῦρʼ	again	1
ξείνια	guest-rites	1
πομπήν	give	1
κλυτὸν	command	1
ἐννοσίγαιον	Neptune	1
πάϊς	son	1
πατὴρ	father’s	1
εἰμί	am	1
ἐγὼ	I	1
ἐμὸς	my	1
ὣς	Thus	1
καὶ	and	3
οἱ δʼ	They	1
ἀμβαίνειν	go	1
κατέδυ	down	1
κνέφας	shade	1
κοιμήθημεν	resign’d	1
φάνη	came	1
ἠριγένεια Ἠώς	Morn	1
ἑτάροισιν	men	1
ἐποτρύνας ἐκέλευσα	rais’d	1
ἐγὼν	I	1
λῦσαι	weigh	1
πρυμνήσια	aboard	1
ἦμος	then	1
εἴσβαινον	boarded	1
πλέομεν	sail	1
ἄσμενοι	comfort	1
θανάτοιο	lost	1
νῆα	fleet	1
τύπτον	beat	1
ἐμοὶ	me	1
ὀδυρόμενοι	mourning	1
ἠέλιος	sun	1
ἄσπετα	lib’ral	1
μέθυ	wine	1
ἀνάσσει	commands	1
κελαινεφέι	cloud-compelling	1
νῆσον	island	1
ἔνθα	where	1
ψαμάθοισιν	sand	1
Κύκλωπος	Cyclops’	1
ἐυκνήμιδες ἑταῖροι	my men	1
δόσαν	made	1
ἔξοχα	Above all others	1
πᾶσιν	all	1
ἔκαιον	burn’d	1
τὴν	The	1
δαιομένων	sacrifice	1
ἐμπάζετο ἱρῶν	grace	1
μερμήριξεν	studied	1
ἀπολοίατο	overthrow	1
ἐρίηρες ἑταῖροι	men	1
πρόπαν	All	1
ἠέλιον καταδύντα	sun-set	1
ἥμεθα	sat	1
κρέα	meat	1
αἶψʼ	away	1
ἁθρόαι	whole	1
ὅτε	then	1
ἐς	till	1
ὡς	that	1
μήλων	ram	1
τίς μοι	our	1
μηρίʼ	thighs	1
ὁ δʼ	my	1
ἀλλʼ	but	1
νῆες	fleet	1
ἦμαρ	day	1
τότε	yet	1
βῆμεν	drew	1
δαινύμενοι	took in	1
τε	and	1
ἅλα	aged	1
ἔνθεν δὲ προτέρω	forth	1
ἀκαχήμενοι	sad	1
ἐκ	since	1
ἑταίρους	more	1
δασσάμεθʼ	dividing	1
ἥατʼ	lay	1
ἀτεμβόμενος	wrung	1
αὐτοὶ	we	1
ἑταῖροι	friends	1
ἐν	up to	1
ἐλθόντες	arriv’d	1
μῆλα	sheep	1
ἑζόμενοι	sat	1
ἑξῆς	All	1
οὐκ	no	1
ῥηγμῖνι θαλάσσης	flood	1
ἀρνειὸν	portion	1
οἴῳ	all	1
ὃς	that	1
ἔνθʼ	Where	1
ποτιδέγμενοι ἐκέλσαμεν	land	1
ἀλλʼ	But	1
ἀφικόμεθʼ	made good	1
ἄλλαι	other	1
νῆες	ship	1
ἐύσσελμοι	more arm’d	1
μένον	stronglier	1
ἀμφὶ	In which	1
ἡμέας	we	1
αἰεί	ev’ry minute	1
Ζηνὶ	Jove	1
νήπιος	fool	1
δέδεντο	bore	1
φάνη	come	1
Ἠώς	Which	1
καὶ	and	1
νομόνδʼ	abroad	1
ἐξέσσυτο	let	1
θήλειαι	females	1
ἀνήμελκτοι	unmilk’d	1
οὔθατα	full bags	1
σφαραγεῦντο	so sore	1
ἄναξ	their shepherd	1
ὀδύνῃσι	being unsighted	1
τειρόμενος	more	1
νῶτα	The backs	1
ἑσταότων οὐκ	Nor	1
ἄρσενα μῆλα	male-flocks	1
ἐνόησεν	knew	1
μέμηκον	Bleating and braying	1
περὶ	stood	1
σηκούς	being unemptied	1
γὰρ	With	1
ὀίων	male dams	1
πάντων	of those	1
ὀίων	them	1
ὑπʼ	Upon	1
στέρνοισι	belly	1
οἱ	his	1
τότʼ	first	1
ἐπεμαίετο	He felt	1
ἠριγένεια	the hour	1
πρῶτος	first	2
ἠβαιὸν	A little	1
ἄλλυδις	about	1
πεφυγμένον	escape	1
ὄλεθρον	my wreak	1
ποτιφωνήεις	could speak	1
εἰπεῖν	tell	1
ὅππῃ	where	1
κεῖνος	he	1
ἐγκέφαλός	brain	1
σπέος	cave	1
θεινομένου	break	1
οἴνῳ	with wine	1
ῥαίοιτο	strew’d	1
πρὸς	here	1
οὔδεϊ	and there	1
ἐμὸν	my	1
κῆρ	heart	1
κακῶν	foul	1
λωφήσειε	ease	1
οὐτιδανὸς	nought	1
Οὖτις	No-Man	1
φρένας	me down	1
ὑπέλυσα	next	1
ἄνθεα	flow’r	1
ἔστειχε	came to pass	1
στεινόμενος	loaded	1
καὶ	And	1
ἐμοὶ	me	1
ἐπιμασσάμενος	did hang	1
προσέφη	talk’d	1
ὕστατος	last	1
πάρος	hast	1
νέμεαι	hast	1
ῥοὰς ποταμῶν	flood	1
δαμασσάμενος	wrought	1
ἄνακτος	mine	1
πανύστατος	last remain	1
ὀφθαλμὸν	eye	1
ποθέεις	wish	1
ἀνὴρ	man	1
κακὸς	abhorr’d	1
ἐξαλάωσε	put out	1
λυγροῖς	execrable	1
ἑτάροισι	rout	1
ἑταίρους	friends	1
λυόμην	los’d	1
τί	Why	1
μένος	would	1
βιβάς	held	1
μακρὰ	State	1
σύ	thou	1
ἦ	Dost	1
πώ	But	1
ὁμοφρονέοις	knew’st	1
τε	and	1
ἐμὸν	me	1
ἠλασκάζει	lurks	1
τέρενʼ	tender	1
διὰ	To	1
μοι	I	1
πόρεν	priz’d	1
κριὸν ἕο	him	1
ἀπὸ	from	1
αὐλῆς	hold	1
δʼ	And	1
ἀπὸ πέμπε θύραζε	abroad	1
νῦν αὖτε	now	1
ποίης	blossom	1
πολὺ	still	1
ἀρνειοῦ	his	1
δὲ	at	1
ἐλθόντες	brought	1
λάχνῳ	his wool with	1
πυκινὰ	together	1
πρῶτος	First	1
σταθμόνδε	fold	1
λιλαίεαι	still	1
ἑσπέριος	at even	1
τὸν	that	1
τι	Thou	1
ἀλλὰ	but	1
σὺν	Assisted by	1
οὔ	not	1
ὃν	he	1
δʼ	For	1
κριὲ πέπον	ram	1
ἀρνειὸς μήλων	ram	1
οὔ	never	1
γε	thus	1
λελειμμένος ἔρχεαι	lag	1
ὕστατος	The last	1
καὶ	and	2
οἴκῳ	dwelling	1
ἱκέσθαι	reach	1
ἱκέσθαι	fetch	1
ἑταίρους	soldiers	1
πάντας	all	1
ἄπο	away	1
ὀλέσας	cast	1
νηὸς	ships	1
ἀλλοτρίης	others’	1
ἐπʼ	In	1
πήματα	wrongs	1
τοῦ δʼ	he	1
πτολιπόρθιον	City-ruiner	1
κυανοχαίτης	Neptune	1
ἔκλυε	heard	1
αὐτὰρ	But	1
λᾶαν	rock	1
ἐπέρεισε	implied strength	1
ἔβαλεν	sent	1
μετόπισθε	after	1
νεὸς	fore-deck	1
τυτθόν	little	1
ἱκέσθαι	gave back	1
εὐχόμενος	pray’d	1
ἔνι	in	1
οἰκίʼ ἔχοντα	dwells	1
ἀστερόεντα	star-born	1
ἀμειβόμενος προσέειπον	answer’d	1
ψυχῆς	soul	1
αἰῶνός	life	1
πέμψαι	send	1
ὀφθαλμόν	thy hurt	1
εὔχετο	flew	1
χεῖρʼ	hands	1
ὀρέγων	cast	1
εἰς	To	1
οὐρανὸν	heav’n	1
εἰμι	be	1
φέρε	repelling	1
σός	thine	1
εἰ	If	1
πατὴρ	father	1
ἐμὸς	my	1
εἶναι	art	1
εὔχεαι	vaunt	1
Ὀδυσσῆα	Ulysses	1
Λαέρτεω	Laertes’	1
υἱὸν	son	1
Ἰθάκῃ	Ithaca	1
θάλασσα	sea	1
μοῖρʼ	fate	1
χέρσον	shore	1
ἐπιδινήσας	wheel’d	1
ὀψὲ	long time	1
κακῶς	ill	1
ἐστὶ	Be	1
ἐς	of	1
εὕροι	show	1
ὅ	he	1
ἐξαῦτις	first	1
πολὺ	in size	1
μείζονα	more amplified	1
ἀείρας	ravish’d	1
ἧκʼ	about	1
ἐυκτίμενον	fair	1
ἀπέλεθρον	dismal	1
ἶνʼ	in it	1
ἐδεύησεν	billows	1
οἰήιον	our ship	1
ἐκλύσθη	shrunk up	1
κατερχομένης	the fall	1
αἲ	‘Would to God	1
πρόσω	near	1
τὴν	Our	1
ὑπὸ ἱκέσθαι	from	1
ἑὴν	his	1
φίλους	friends	1
πέτρης	the stone	1
ἰήσεται	cure	1
πατρίδα	natural	1
γαῖαν	region	1
εἴσω	to	1
εὖνιν	compell	1
σε	thee	1
δυναίμην	could	1
τε	Both	1
δόμον Ἄϊδος	hell	1
ὡς	then	1
οὐκ	Hardly	1
ἐνοσίχθων	Neptune	1
οἶκον	roofs	1
Ποσειδάωνι ἄνακτι	Neptune	1
ἔπειτα	Then	1
κλῦθι	hear me	1
ἐτεόν	justly	1
δὸς	grant	1
μὴ	That	1
ἀλλʼ	Or	1
εἴ	if	1
ἰδέειν	sight	1
καὶ	the	1
ἐγώ	I	1
τρὶς	again	2
μειλιχίοισι	fairer	1
ἔκπιεν	drunk	1
Κύκλωψ	‘Cyclop	1
φέρων	abstain	1
δʼ	nor	1
αὐτὰρ	But	1
ἐπεὶ	When	1
Κύκλωπα	his	1
περὶ	upon	1
φρένας	spirit	1
οἶνος	the noble juice	1
ἔπεσσι	language	1
προσηύδων	saying	1
ἔδωκα	I gave	1
τότε	then	1
ὄνομα	name	1
ἐγώ	I’ll	1
σὺ	thy	1
μὲν	This	1
ἐξερέω	tell	1
μοι	my	1
δὸς	Make good	1
τοι	thou	1
ξείνιον	hospitable gift	1
ἀφραδίῃσιν	the fool	1
ὥς	to me	1
εἰρωτᾷς	thou demand’st	1
ἤλυθεν	Had wrought	1
τε	and	2
κείμην	embrac’d	1
γαστέρʼ	belly	1
νῶτα	back	1
ἁπάντων	of the den	1
φέρον	March’d	1
αἰνύμενος	yok’d	1
ἐυστρεφέεσσι	cut	1
αὐτὰρ	then	1
τῇς	this	1
λύγοισιν	osiers	1
ἑκάτερθεν	on his each side	1
ἑτέρω	more	1
φέρεσκε	bore	1
σύντρεις	Three	1
μέσῳ	mid	1
λασίην	fleecy	1
μεγάλοι	great	1
ψυχῆς	Life	1
ἐγὼ	I	1
βούλευον	contending	1
ὄχʼ	so eminent	1
θανάτου	death	1
ἑταίροισιν	friends	1
ὕφαινον	wove	1
δασύμαλλοι	fleecy	1
χερσὶν	hands	1
ἰοδνεφὲς	violet	1
ἄνδρα	man	1
ἐγώ	I	1
ἄριστος	fairest	1
ἐμείναμεν	hung	1
τότε	mind	1
ὑπὸ ἐλυσθεὶς	under-crept	1
ἐυτρεφέες	Fat	1
Ἠῶ δῖαν	morning	1
ἴτην	about	1
ἔπι Κύκλωψ πέλωρ	learn’d-in-villainy	1
τοὺς	a	1
μὲν	still	1
εἶρος	sheep	1
ὁ	the	1
τὼ	the	1
σώοντες	for defence	1
συνέεργον	with	1
λαβών	wrapt me	1
θεσπεσίοιο	rich	1
ἀώτου	in	1
νωλεμέως	fast	1
στρεφθεὶς ἐχόμην	arm’d	1
ὣς	as	1
εὗδε	did sleep	1
ἔχοντες	did	1
καλοί	most fair	1
ἐμοὶ	I	1
εὑροίμην	get deliver’d	1
ὅπως	To	1
γένοιτο	invent	1
εἴ τινʼ λύσιν	what	1
ἠδʼ	and	1
αὐτῷ	me	1
πάντας	all	1
ἦσαν	lay there	1
δόλους	wiles	1
ὥς	this	1
περὶ	being the subject	1
ἦεν	did	1
βουλή	approve	1
ἄρσενες ὄιες	rams	1
αὐτὰρ	But	1
βίηφιν	might	2
δόλῳ	craft	2
κτείνει	death	2
ἐμὸν	my	1
ἀλέασθαι	fly	1
ἄνακτι	a Deity	1
ἐγέλασσε	with joy was	1
ὣς	they	1
ἀπιόντες	leaving him	1
ἐξαπάτησεν	deceiv’d	1
μῆτις	wit	1
καὶ	And	1
ὠδίνων ὀδύνῃσι	pain	1
νοῦσον	That	1
ψηλαφόων	groping	1
λίθον	stone	1
καθέζετο	sat	1
θύρῃσι	in the door	1
χεῖρε πετάσσας	feeling	1
στείχοντα	issued	1
νήπιον	a fool	1
οἶον	alone	1
ἔστι	is	1
κῆρ	heart	1
λάβοι	Esteeming	1
μεγάλου	great	1
αὐτὸς δʼ	he	1
ἀγόρευον	said	1
διʼ ἀμβροσίην	sacred	1
αὐτὰρ	then	1
σπήεσσι	caverns	1
ἠνεμοέσσας	windy	1
ἀίοντες	hearing	1
ἐφοίτων	Rush’d	1
εἴροντο	inquir’d	1
κήδοι	afflicted	1
ἐβόησας	exspir’d	1
νύκτα	Night	1
καὶ	and	1
γʼ	to thee	1
ἄμμε	their	1
ἀύπνους	break sleeps	1
βροτῶν	mortal	1
ἐλαύνει	driv’n	1
ἐξ	from	1
ἄντρου	his den	1
προσέφη	answer’d	1
Πολύφημος	He	1
Οὖτίς	No-Man	1
οὐδὲ	nor	1
εὔχεο	Pray	1
γʼ	thou	1
ἐμὸν δʼ	My	1
μετʼ	lay hold	1
ἀλλὰ	yet	1
πατρὶ Ποσειδάωνι	Father	1
σύ	to thy	1
ὡς ὄνομʼ	name	1
στενάχων	groaning	1
τε καὶ	up and down	1
δὲ	And	1
εἷλε	which found	1
τινά	some man	1
εἴ	if	1
ὄεσσι	his sheep	1
πως	which is done	1
οὕτω	that could	1
μʼ	No	1
ἤλπετʼ	devise	1
φρεσὶ	stratagem	1
τόσον	horrid clamours	1
τίπτε	Ask’d him	1
ἑ	he	1
Διὸς	by Jove	1
οἱ δὲ	Who	1
οἱ δʼ	They	1
ἄρʼ ἔφαν	spake	1
βιάζεται	hurt	1
ὁ	other	1
ἄκριας	a promontory	1
μεγάλʼ	Out	1
οἵ	that	1
ἀμφὶς	by Upon	1
ᾤκεον	dwell’d	1
ἐν	in	1
τὸν μὲν	he	1
ἕο	the wood	1
μιν	he	1
ἤπυεν	did cry	1
Κύκλωπας	For Cyclops	1
βοῆς	yell’d	1
σε	thee	1
ἄλλοθεν	ev’ry way	1
ἄλλος	about him	1
ὅττι	What	1
ἦ	Came	1
τίς	some	1
σευ	his	1
ἀπαμειβόμενοι ἔπεα	right	1
εἰ	‘If	1
μή	no	1
τίς	man	1
ἔρριψεν	hurl’d	1
ἐγὼ	I	2
ἀλλʼ	But	1
ἀνάλκιδος	immartial	1
προσηύδων	us’d	1
κερτομίοισι	insultance	1
Κύκλωψ	῾Cyclop	1
οὐκ	not	1
ἀνδρὸς	a man	1
ἑταίρους	a guest	1
βοήσας	a voice	1
ἔδμεναι	eat	1
κρατερῆφι βίηφι	monstrous forces	1
κιχήσεσθαι	behind	1
ἔμελλε	were	1
κακὰ ἔργα	ills	1
οὐχ	not	1
Ζεὺς	Jove	1
Κύκλωπα	Cyclop	1
ἀπῆν	having left	1
θεοὶ	the Gods	1
εἴων	stay’d	1
ἐλαύνομεν	drave	1
νῆα	ship’s	1
ἑτάροισι	friends	1
φάνημεν	show’d	1
φύγομεν	Escap’d	1
θάνατον	from death	1
νεῦον	obey’d	1
ἐρετμοῖς	oars	1
ἑκάστῳ	all	1
ἐκέλευσα	bade	1
καλλίτριχα μῆλα	boot	1
βαλόντας	take	1
ἐπιπλεῖν	us’d	1
εἴσβαινον	went	1
ἑξῆς	And	1
τίσατο	sends wreak	1
ἄλλοι	all	1
τοὺς δὲ	our	1
σπῆι	to bear	1
πόλλʼ	them	1
ἐν	in	1
ἁλμυρὸν	savage	1
καθῖζον	sat	1
ὅσσον	one As	1
καὶ	when	1
γλαφυρῷ	know	1
κλαίειν	brake	1
ξείνους	guests	1
ἅζεο	laws	1
ἐσθέμεναι	devour	1
καὶ	And	1
τῷ	therefore	1
ἱκόμεθʼ	command	1
ἔμελλες	thou have	1
στενάχοντο γοῶντες	in tears	1
ἀνὰ	we	1
καὶ	and	1
αἶψʼ	up	1
ὄφρʼ	till	1
ἀσπάσιοι	pray’d-for	1
φίλοις	lov’d	1
ἀλλʼ	which	1
ὀφρύσι	shores	1
ἀλλʼ	And	1
κληῖσι	our	1
δὲ	And	1
τότʼ	instantly	1
σχέτλιʼ	rude swain	1
μῆλα	fleece-bearers	1
ταναύποδα	straight-legg’d	1
πολλὰ	all	1
περιτροπέοντες	dispos’d	1
ἐπὶ	over	1
πίονα δημῷ	fat	1
ὁ δέ	his	1
θυμῷ	soul	1
αὐχένα	His neck	1
αὐτὰρ	but	1
ἔπειτα	then	1
παχὺν	fleshy	1
ἀποδοχμώσας	bent round	1
μετὰ	of all	1
ἑτάροισιν	friends	1
οἷς	thy	1
ἔδομαι	eat	1
πύματον	last	1
ἐγὼ	I’ll	1
νηλέι	cruel	1
πανδαμάτωρ	with all crowns crown’d	1
ὣς	as	1
ἐφάμην	He answer’d	1
ἑταῖροι	Of friends	1
μήτηρ ἠδὲ πατὴρ	parents	1
ἄλλοι	as well as	1
πάντες	each degree	1
κικλήσκουσι	call	1
ὄνομα	name	1
ἐμοί	My	1
Οὖτιν	‘No-Man	1
Οὖτιν	No-Man	1
ὕπνος	Sleep	1
ᾕρει	Subdued	1
τότʼ	then	1
θερμαίνοιτο	might heat	1
καὶ	And	1
ἦ	This said	1
ἀναδύη	fly my aid	1
ξεινήιον	hospitable gift	1
δέ	to	1
τὸ	thus	1
ἔσται	shall be	1
τοι	thee	1
πέσεν	he fell	1
ὕπτιος	upwards	1
ἔπεσσι	should let Their vow’d assay	1
τὸν	the point	1
φάρυγος	From his throat	1
ὑποδείσας	Fear	1
θάρσυνον	Confirm’d	1
ἑταίρους	fellow’s	1
ἤλασα	gor’d	1
σποδοῦ	coal-heap	1
μοχλὸν	club’s	1
ἐγὼ	I	1
ψωμοί	gobbets	1
ἀνδρόμεοι	man’s-flesh	1
οἶνος	My wine	1
ἐξέσσυτο	brake out	1
Οὖτις	No-Man	1
